Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date,company
2021-04-30,29.5,32.45,29.5,31.95,31.232189973614773,379,12,11837.0,305.0,80.47,2.95,2.45,1619740800.0,530133
2021-04-30,556.0,605.0,542.0,587.95,588.9131755751492,319265,8853,188019365.0,86223.0,27.01,63.0,31.95,1619740800.0,531344
2021-04-29,3.41,3.41,3.41,3.41,3.0,1,1,3.0,1.0,100.0,0.0,0.0,1619654400.0,531341
2021-04-30,168.25,171.1,163.7,165.95,167.25798752790823,12989,480,2172514.0,6199.0,47.72,7.4,-2.3,1619740800.0,500304
2021-04-30,1075.0,1096.15,1070.9,1081.1,1082.9781420765028,549,215,594555.0,478.0,87.07,25.25,6.1,1619740800.0,532757
2021-04-30,37.95,37.95,36.35,36.95,37.34480050267044,19098,429,713211.0,13443.0,70.39,1.6,-1.0,1619740800.0,532760
2021-04-30,3.45,3.45,3.45,3.45,3.433333333333333,30,2,103.0,30.0,100.0,0.0,0.0,1619740800.0,531396
2021-04-30,6.6,6.66,6.6,6.62,6.601221640488656,1146,7,7565.0,1146.0,100.0,0.06,0.02,1619740800.0,500016
2021-04-15,1.21,1.21,1.11,1.11,1.1348161597821151,2203,8,2500.0,2203.0,100.0,0.1,-0.1,1618444800.0,532823
2021-04-30,2299.0,2299.5,2220.35,2229.5,2252.381666666666,600,169,1351429.0,188.0,31.33,79.15,-69.5,1619740800.0,524669
2021-04-29,4.26,4.26,4.26,4.26,4.26,50,1,213.0,50.0,100.0,0.0,0.0,1619654400.0,530053
2021-04-30,1.26,1.27,1.26,1.27,1.2647058823529411,238,3,301.0,238.0,100.0,0.01,0.01,1619740800.0,532925
2021-04-30,323.15,327.9,316.0,321.25,324.0836209905752,25783,940,8355848.0,11267.0,43.7,11.9,-1.9,1619740800.0,500330
2021-04-30,136.1,140.0,136.1,138.0,139.6086956521739,23,4,3211.0,22.0,95.65,3.9,1.9,1619740800.0,531041
2021-04-30,10.54,10.54,10.21,10.25,10.313537250727144,52603,273,542523.0,47625.0,90.54,0.33,-0.29,1619740800.0,526899
2021-04-30,2184.8,2246.95,2150.0,2220.55,2216.6521679378825,14553,2479,32258939.0,6281.0,43.16,96.95,35.75,1619740800.0,500238
2021-04-30,79.05,80.25,78.35,78.6,79.02880288028803,11110,75,878010.0,10285.0,92.57,1.9,-0.45,1619740800.0,502587
2021-04-30,18.95,19.0,18.8,19.0,18.89199491740788,3148,10,59472.0,3148.0,100.0,0.2,0.05,1619740800.0,530025
2021-04-30,5.0,5.0,5.0,5.0,5.0,315,3,1575.0,315.0,100.0,0.0,0.0,1619740800.0,531265
2021-04-30,274.65,278.75,273.0,273.35,275.81366459627327,483,60,133218.0,360.0,74.53,5.75,-1.3,1619740800.0,502157
2021-04-29,21.0,21.0,21.0,21.0,21.0,4,1,84.0,4.0,100.0,0.0,0.0,1619654400.0,526961
2021-04-30,7.8,7.91,7.61,7.68,7.7654552963039425,145290,292,1128243.0,82939.0,57.09,0.3,-0.12,1619740800.0,500185
2021-04-30,861.55,888.9,855.0,883.6,879.2098042238322,6487,496,5703434.0,4011.0,61.83,33.9,22.05,1619740800.0,532790
2021-04-30,177.05,185.0,176.15,177.95,180.10167510712893,2567,115,462321.0,2310.0,89.99,8.85,0.9,1619740800.0,500350
2021-04-30,400.5,413.0,385.0,397.95,398.6645452134712,3771,183,1503364.0,2862.0,75.89,28.0,-2.55,1619740800.0,530499
28-April-2021,280.95,282.95,274.25,274.7,276.96679153589145,9877,753,2735601.0,6566.0,66.48,8.7,-6.25,,500265.csv.crdown
2021-04-30,735.0,742.75,717.55,731.1,731.7220666606449,11071,842,8100895.0,1853.0,16.74,25.2,-3.9,1619740800.0,500227
2021-04-30,22.4,25.9,22.1,23.85,24.26214985761268,916163,3456,22228084.0,473983.0,51.74,3.8,1.45,1619740800.0,530363
2021-04-30,10.88,11.45,10.88,11.45,10.885148514851483,1010,3,10994.0,1010.0,100.0,0.57,0.57,1619740800.0,530231
2021-04-30,73.5,74.5,72.15,72.55,73.35883176565085,227831,1809,16713416.0,156044.0,68.49,2.35,-0.95,1619740800.0,532783
2021-04-30,18.7,19.6,18.7,19.1,19.228375240823983,141701,432,2724680.0,92116.0,65.01,0.9,0.4,1619740800.0,500219
2021-04-15,4.79,4.79,4.79,4.79,4.0,1,1,4.0,1.0,100.0,0.0,0.0,1618444800.0,531594
2021-03-31,2.51,2.51,2.51,2.51,2.509570957095709,1515,2,3802.0,1515.0,100.0,0.0,0.0,1617148800.0,530931
2021-04-30,126.3,132.0,124.05,127.1,128.00393037619315,7124,310,911900.0,2373.0,33.31,7.95,0.8,1619740800.0,526596
2021-04-30,182.0,191.0,178.1,179.2,183.681220235718,726122,7275,133374975.0,191110.0,26.32,12.9,-2.8,1619740800.0,500339
2021-03-09,5.24,5.24,5.24,5.24,5.0,1,1,5.0,1.0,100.0,0.0,0.0,1615248000.0,526494
2021-04-30,1.29,1.34,1.29,1.32,1.3316650070751008,38162,55,50819.0,35126.0,92.04,0.05,0.03,1619740800.0,531137
2021-04-30,181.0,182.7,176.9,177.9,179.57353932775587,440465,5235,79095859.0,106715.0,24.23,5.8,-3.1,1619740800.0,500086
2020-12-28,15.85,15.85,15.1,15.85,15.82899628252788,269,4,4258.0,269.0,100.0,0.75,0.0,1609113600.0,530537
2021-04-30,18.9,19.9,18.4,19.3,19.26480598201421,80508,326,1550971.0,38905.0,48.32,1.5,0.4,1619740800.0,532928
2021-04-30,413.2,421.7,409.65,412.0,415.836302433972,19310,521,8029799.0,4795.0,24.83,12.05,-1.2,1619740800.0,530001
2021-04-30,40.55,43.4,39.85,40.6,41.23191648023863,1341,152,55292.0,1206.0,89.93,3.55,0.05,1619740800.0,532941
2021-04-23,14.54,14.54,14.5,14.5,14.5,32,2,464.0,32.0,100.0,0.04,-0.04,1619136000.0,524590
2021-04-30,150.0,150.0,141.25,142.1,144.70844257996853,1907,88,275959.0,1681.0,88.15,8.75,-7.9,1619740800.0,526217
2021-04-30,101.65,106.45,100.85,102.8,103.60446326665463,199764,2268,20696442.0,87982.0,44.04,5.6,1.15,1619740800.0,530239
2021-04-30,124.0,148.4,119.05,131.3,133.29845447394715,47039,1355,6270226.0,20184.0,42.91,29.35,7.3,1619740800.0,530075
2021-04-30,59.6,60.55,58.05,58.4,59.285481806546,109380,1116,6484646.0,60989.0,55.76,2.5,-1.2,1619740800.0,532922
2021-04-30,103.3,114.5,103.3,106.2,110.54122377231872,205937,3182,22764528.0,72773.0,35.34,11.2,2.9,1619740800.0,532944
2021-04-30,830.0,866.4,830.0,850.0,843.4045257284563,3226,90,2720823.0,1760.0,54.56,36.4,20.0,1619740800.0,500147
2021-04-30,14.34,15.77,14.0,14.99,14.700107874865155,4635,72,68135.0,2989.0,64.49,1.77,0.65,1619740800.0,526847
2021-04-30,9.67,9.67,9.5,9.5,9.5,8,2,76.0,8.0,100.0,0.17,-0.17,1619740800.0,530267
2021-04-30,17.8,17.8,16.0,16.15,16.46242774566474,1211,15,19936.0,600.0,49.55,1.8,-1.65,1619740800.0,531129
2021-04-30,234.3,234.3,234.3,234.3,234.0,1,1,234.0,1.0,100.0,0.0,0.0,1619740800.0,501148
2021-04-29,151.0,155.2,148.0,153.0,150.99222014119005,6941,295,1048037.0,4691.0,67.58,7.2,2.0,1619654400.0,previousdaystockdetails
2021-04-30,142.95,142.95,137.85,138.0,138.640188172043,7440,454,1031483.0,4470.0,60.08,5.1,-4.95,1619740800.0,531426
2021-04-30,20.3,21.3,20.1,21.3,21.157460229117387,21561,77,456176.0,21561.0,100.0,1.2,1.0,1619740800.0,531268
2021-04-29,1853.1,1882.35,1827.65,1848.2,1845.9133986928105,612,197,1129699.0,250.0,40.85,54.7,-4.9,1619654400.0,532163
2021-04-30,33.25,33.25,30.55,32.55,32.358899541475616,4798,41,155258.0,3877.0,80.8,2.7,-0.7,1619740800.0,532745
2021-03-04,14.1,14.1,14.1,14.1,14.055555555555555,18,1,253.0,18.0,100.0,0.0,0.0,1614816000.0,530805
2021-04-30,90.85,93.4,89.5,90.7,91.40740367977516,258331,2138,23613366.0,86566.0,33.51,3.9,-0.15,1619740800.0,532772
2021-04-23,1.95,1.95,1.95,1.95,1.95,500,1,975.0,500.0,100.0,0.0,0.0,1619136000.0,531237
2021-04-30,13.0,14.29,12.8,14.14,13.327188940092164,217,15,2892.0,132.0,60.83,1.49,1.14,1619740800.0,526519
2021-04-30,46.25,46.25,46.25,46.25,46.24998770068384,60979,120,2820278.0,60979.0,100.0,0.0,0.0,1619740800.0,524663
2021-04-30,152.5,153.0,150.0,151.3,151.7179211321223,96668,2919,14666268.0,63072.0,65.25,3.0,-1.2,1619740800.0,500940
2021-04-30,0.57,0.57,0.53,0.53,0.5390358920618286,15268,25,8230.0,15267.0,99.99,0.04,-0.04,1619740800.0,530557
2021-04-30,3.58,3.6,3.58,3.58,3.5666666666666664,30,3,107.0,30.0,100.0,0.02,0.0,1619740800.0,526187
2021-04-30,712.05,730.0,706.7,717.85,724.2886002886003,1386,261,1003864.0,1138.0,82.11,23.3,5.8,1619740800.0,502090
2021-04-30,367.5,370.0,367.5,369.45,369.2438720398837,2407,27,888770.0,2104.0,87.41,2.5,1.95,1619740800.0,526783
2021-04-30,3.6,3.6,3.6,3.6,3.6,10,1,36.0,10.0,100.0,0.0,0.0,1619740800.0,531578
2021-04-30,0.71,0.75,0.65,0.65,0.692217413628695,13633,14,9437.0,12377.0,90.79,0.1,-0.06,1619740800.0,531456
2021-04-30,3.54,3.54,3.54,3.54,3.5,6,1,21.0,6.0,100.0,0.0,0.0,1619740800.0,531343
2021-04-29,150.0,150.0,150.0,150.0,150.0,50,2,7500.0,50.0,100.0,0.0,0.0,1619654400.0,539921
2021-04-30,492.0,498.5,470.0,481.4,487.15881819636286,18751,1200,9134715.0,12533.0,66.84,28.5,-10.6,1619740800.0,532983
2020-07-30,7.58,7.58,7.58,7.58,7.58,100,1,758.0,100.0,100.0,0.0,0.0,1596067200.0,531035
2021-04-30,69.85,71.5,68.65,70.35,70.80225723460592,53251,538,3770291.0,27289.0,51.25,2.85,0.5,1619740800.0,502180
2021-04-30,7.17,7.17,7.15,7.17,7.16,200,3,1432.0,200.0,100.0,0.02,0.0,1619740800.0,514171
2021-04-30,126.6,126.6,125.0,125.9,125.60972017673048,107282,2726,13475662.0,62695.0,58.44,1.6,-0.7,1619740800.0,500870
2021-04-30,45.4,46.55,45.15,45.6,45.663185496631854,44238,396,2020048.0,12317.0,27.84,1.4,0.2,1619740800.0,526642
2019-01-25,6.07,6.07,6.07,6.07,6.07,100,1,607.0,100.0,100.0,0.0,0.0,1548374400.0,501110
2021-04-30,649.0,669.3,649.0,655.0,656.5021459227468,932,80,611860.0,584.0,62.66,20.3,6.0,1619740800.0,526725
2021-04-30,8.13,8.13,7.84,7.84,7.920338983050846,590,6,4673.0,590.0,100.0,0.29,-0.29,1619740800.0,514140
2021-04-30,2.62,2.62,2.62,2.62,2.62,700,4,1834.0,700.0,100.0,0.0,0.0,1619740800.0,531300
2021-04-30,355.0,362.45,350.55,353.45,357.3817445772209,3335513,25416,1192051455.0,1261978.0,37.83,11.9,-1.55,1619740800.0,500112
2021-04-30,345.0,359.0,336.0,346.0,349.2310636669077,23513,443,8211470.0,17312.0,73.63,23.0,1.0,1619740800.0,524790
2021-04-30,960.0,977.35,954.9,957.1,962.0113997710506,62896,3866,60506669.0,16973.0,26.99,22.45,-2.9,1619740800.0,500575
2021-04-30,217.1,221.5,214.45,217.9,218.6795414095185,43263,1503,9460733.0,19618.0,45.35,7.05,0.8,1619740800.0,500085
2021-04-30,25.45,27.0,25.25,25.85,25.796438523754503,14713,325,379543.0,6781.0,46.09,1.75,0.4,1619740800.0,526885
2021-04-30,9.7,9.7,9.41,9.49,9.4656,7500,20,70992.0,7389.0,98.52,0.29,-0.21,1619740800.0,530695
2021-04-30,87.7,93.0,85.45,90.55,91.17239199323552,126543,705,11537228.0,86723.0,68.53,7.55,2.85,1619740800.0,530307
2021-04-30,22.0,22.0,21.65,21.8,21.918447054589475,244516,465,5359411.0,200031.0,81.81,0.35,-0.2,1619740800.0,530131
2021-04-29,0.99,0.99,0.99,0.99,0.99,200,2,198.0,200.0,100.0,0.0,0.0,1619654400.0,526677
2021-04-30,16.2,16.4,16.15,16.35,16.318463641109567,340962,589,5563976.0,186579.0,54.72,0.25,0.15,1619740800.0,532885
2021-04-30,103.9,119.0,97.0,109.7,109.08072529619092,23549,776,2568742.0,9777.0,41.52,22.0,5.8,1619740800.0,530023
2021-04-30,58.0,65.95,57.25,65.4,63.76126788224517,4116723,16488,262487478.0,1709798.0,41.53,8.7,7.4,1619740800.0,500288
2021-04-30,15.45,15.45,15.4,15.4,15.403676470588236,1360,6,20949.0,1360.0,100.0,0.05,-0.05,1619740800.0,530111
2021-04-30,179.0,181.0,175.0,176.7,179.73841269841267,6300,126,1132352.0,6277.0,99.63,6.0,-2.3,1619740800.0,501831
2021-04-30,355.0,366.95,341.0,359.2,361.66904725725567,6581,319,2380144.0,3198.0,48.59,25.95,4.2,1619740800.0,526729
2021-04-30,19.5,21.1,19.5,20.65,20.78424538166609,25821,118,536670.0,19962.0,77.31,1.6,1.15,1619740800.0,500354
2021-04-30,3.75,3.75,3.7,3.7,3.6993865030674846,163,2,603.0,163.0,100.0,0.05,-0.05,1619740800.0,531460
2021-04-30,5.3,5.47,4.7,4.84,5.348649483247563,5048549,9178,27002919.0,2030010.0,40.21,0.77,-0.46,1619740800.0,500366
2021-04-30,39.5,39.5,37.8,38.75,38.397027600849256,1413,15,54255.0,1313.0,92.92,1.7,-0.75,1619740800.0,530151
2021-04-30,1340.0,1382.3,1337.6,1367.3,1368.736853110298,47825,3306,65459840.0,17165.0,35.89,44.7,27.3,1619740800.0,500043
2021-04-30,43.9,47.9,43.9,46.05,47.45170336518488,9628,27,456865.0,9628.0,100.0,4.0,2.15,1619740800.0,532740
2021-04-30,124.0,130.6,123.5,129.75,128.99575661414707,54202,1844,6991828.0,34799.0,64.2,7.1,5.75,1619740800.0,500338
2021-04-30,210.9,215.35,210.0,210.55,212.25671312092408,142147,2169,30171655.0,57294.0,40.31,5.35,-0.35,1619740800.0,532843
2021-04-30,744.5,749.45,733.0,738.7,741.866004962779,1612,128,1195888.0,1091.0,67.68,16.45,-5.8,1619740800.0,526817
2021-04-30,401.0,413.05,398.8,405.65,403.7848321722609,31580,1113,12751525.0,6403.0,20.28,14.25,4.65,1619740800.0,500148
2019-11-08,13.71,13.71,13.71,13.71,13.71,100,1,1371.0,100.0,100.0,0.0,0.0,1573171200.0,514060
2021-04-30,12.0,13.8,11.61,13.21,13.238718492601004,439857,710,5823143.0,348503.0,79.23,2.19,1.21,1619740800.0,530305
2021-04-30,10.3,10.3,10.1,10.2,10.147540983606556,305,35,3095.0,305.0,100.0,0.2,-0.1,1619740800.0,531494
2021-04-23,2.7,2.7,2.7,2.7,2.7,100,1,270.0,100.0,100.0,0.0,0.0,1619136000.0,526431
2021-04-30,70.3,70.8,67.4,68.3,69.05226480836237,861,141,59454.0,529.0,61.44,3.4,-2.0,1619740800.0,532880
2021-04-09,8.58,8.58,8.58,8.58,8.58,500,1,4290.0,500.0,100.0,0.0,0.0,1617926400.0,531340
2021-04-30,14.28,14.28,12.62,13.29,13.017704517704516,1638,40,21323.0,1429.0,87.24,1.66,-0.99,1619740800.0,530577
2021-04-30,41.5,42.95,41.25,42.95,41.379,2000,5,82758.0,0.0,0.0,1.7,1.45,1619740800.0,531163
2021-04-30,11.6,11.6,11.6,11.6,11.588235294117649,17,8,197.0,17.0,100.0,0.0,0.0,1619740800.0,526751
2021-04-30,240.95,259.9,239.5,253.45,254.54159722082767,49799,1144,12675917.0,16204.0,32.54,20.4,12.5,1619740800.0,500097
2021-04-30,178.55,198.35,178.55,186.1,190.397815060476,38445,1217,7319844.0,12368.0,32.17,19.8,7.55,1619740800.0,532906
2021-04-30,2845.0,2859.2,2810.0,2820.35,2834.352216748769,30856,4286,87456772.0,10919.0,35.39,49.2,-24.65,1619740800.0,500182
2021-04-30,146.0,149.5,145.6,146.15,147.5581350886297,36613,948,5402546.0,12210.0,33.35,3.9,0.15,1619740800.0,532926
2021-04-26,243.15,255.85,243.15,243.15,243.30670926517567,1252,7,304620.0,1252.0,100.0,12.7,0.0,1619395200.0,501421
2021-04-30,62.9,62.9,59.5,60.2,60.07648085412176,19482,83,1170410.0,18710.0,96.04,3.4,-2.7,1619740800.0,526723
2021-04-30,6.34,6.34,6.2,6.22,6.277598828696925,13660,56,85752.0,13650.0,99.93,0.14,-0.12,1619740800.0,526445
2021-04-30,649.2,666.5,640.45,654.7,655.1965215593757,609526,14295,399359315.0,239785.0,39.34,26.05,5.5,1619740800.0,524715
2021-04-30,8.55,8.96,8.55,8.72,8.814141877535251,82832,291,730093.0,60561.0,73.11,0.41,0.17,1619740800.0,500179
2021-04-30,104.0,112.7,103.45,108.55,109.90160735486738,7734633,21774,850048599.0,584377.0,7.56,9.25,4.55,1619740800.0,500312
2021-03-08,1.14,1.14,1.14,1.14,1.139999095066213,685133,150,781051.0,685133.0,100.0,0.0,0.0,1615161600.0,532886
2013-11-06,18.3,18.3,18.3,18.3,18.3,500,1,9150.0,500.0,100.0,0.0,0.0,1383696000.0,501630
2021-04-27,3.3,3.3,3.3,3.3,3.295081967213114,61,2,201.0,61.0,100.0,0.0,0.0,1619481600.0,500248
2021-04-30,79.4,80.45,76.0,77.2,77.99942129629629,1728,36,134783.0,1070.0,61.92,4.45,-2.2,1619740800.0,530079
2021-04-30,1382.0,1399.0,1362.3,1382.75,1377.5756158964216,11122,1231,15321396.0,3291.0,29.59,36.7,0.75,1619740800.0,500002
2021-04-30,92.25,96.65,92.25,94.45,95.22752332061602,100126,658,9534751.0,28521.0,28.49,4.4,2.2,1619740800.0,500690
2021-03-23,4.09,4.09,4.09,4.09,4.09,500,2,2045.0,500.0,100.0,0.0,0.0,1616457600.0,531521
2020-12-15,10.0,10.0,10.0,10.0,10.0,64,1,640.0,64.0,100.0,0.0,0.0,1607990400.0,531553
2021-04-30,6.9,7.24,6.57,6.57,6.798179059180577,659,5,4480.0,659.0,100.0,0.67,-0.33,1619740800.0,530421
2021-04-30,1671.0,1713.9,1662.0,1679.85,1695.9764007570109,34874,1661,59145481.0,3794.0,10.88,51.9,8.85,1619740800.0,500302
2021-04-30,11.93,11.93,11.93,11.93,11.93,6500,7,77545.0,6500.0,100.0,0.0,0.0,1619740800.0,524624
2021-04-30,304.05,323.95,303.35,314.85,317.1820096309909,74551,2720,23646236.0,29295.0,39.3,20.6,10.8,1619740800.0,500620
2021-04-30,79.2,84.3,77.2,80.0,81.67711563860233,476251,3871,38898808.0,197373.0,41.44,7.1,0.8,1619740800.0,500404
2021-04-30,18.0,18.0,18.0,18.0,18.0,51,2,918.0,51.0,100.0,0.0,0.0,1619740800.0,530369
2021-04-30,17.54,17.54,17.54,17.54,17.54,1250,4,21925.0,1250.0,100.0,0.0,0.0,1619740800.0,531310
2021-04-30,1.15,1.35,1.13,1.13,1.1466526431315165,21868,23,25075.0,18155.0,83.02,0.22,-0.02,1619740800.0,530439
2021-04-30,1.9,1.9,1.77,1.86,1.7938523220848646,14965,22,26845.0,14965.0,100.0,0.13,-0.04,1619740800.0,531429
2021-04-30,164.7,166.0,161.05,162.85,164.556519138756,6688,138,1100554.0,5581.0,83.45,4.95,-1.85,1619740800.0,530803
2021-04-30,26.8,27.5,26.5,26.75,26.828880723011224,10069,104,270140.0,7066.0,70.18,1.0,-0.05,1619740800.0,526616
2021-04-30,8.94,9.41,8.94,9.41,8.988235294117647,85,3,764.0,85.0,100.0,0.47,0.47,1619740800.0,530771
2021-04-30,306.7,312.25,301.95,305.3,307.67573165776355,100901,2511,31044789.0,33207.0,32.91,10.3,-1.4,1619740800.0,500188
2021-04-30,78.5,78.5,77.3,77.9,77.75087507543753,8285,105,644166.0,7054.0,85.14,1.2,-0.6,1619740800.0,526179
2021-04-30,910.0,934.0,871.0,906.65,909.525576519916,4770,814,4338437.0,2759.0,57.84,63.0,-3.35,1619740800.0,500168
2021-04-30,16.0,16.95,16.0,16.55,16.559445719908165,24392,74,403918.0,21688.0,88.91,0.95,0.55,1619740800.0,530959
2021-04-30,26.7,26.8,23.0,25.05,24.586591369823346,6906,161,169795.0,1439.0,20.84,3.8,-1.65,1619740800.0,500343
2021-03-25,9.0,9.0,9.0,9.0,9.0,10,1,90.0,10.0,100.0,0.0,0.0,1616630400.0,530035
2021-04-29,2.15,2.15,2.15,2.15,2.15,500,7,1075.0,500.0,100.0,0.0,0.0,1619654400.0,526081
2021-04-30,39.0,41.25,39.0,41.25,40.77967160956764,35202,130,1435526.0,25976.0,73.79,2.25,2.25,1619740800.0,500259
2021-04-30,63.0,63.0,57.05,58.2,59.67006459336556,111931,460,6678930.0,90116.0,80.51,5.95,-4.8,1619740800.0,531109
2021-04-30,506.0,506.0,489.0,492.45,492.0450022411474,11155,823,5488762.0,7305.0,65.49,17.0,-13.55,1619740800.0,531162
2021-04-30,2525.0,2664.0,2462.7,2591.4,2595.656787600068,35226,2836,91434606.0,7563.0,21.47,201.3,66.4,1619740800.0,530999
2021-04-29,5.01,5.01,5.01,5.01,5.01,100,1,501.0,100.0,100.0,0.0,0.0,1619654400.0,531360
2021-04-30,4.46,4.46,4.46,4.46,4.0,1,1,4.0,1.0,100.0,0.0,0.0,1619740800.0,526761
2021-04-30,37.0,38.9,36.9,36.9,37.03469387755102,5390,15,199617.0,5275.0,97.87,2.0,-0.1,1619740800.0,531287
2021-04-23,3.22,3.22,3.22,3.22,3.2,10,1,32.0,10.0,100.0,0.0,0.0,1619136000.0,530173
2021-04-30,0.6,0.62,0.59,0.6,0.6012501717268856,14558,16,8753.0,14558.0,100.0,0.03,0.0,1619740800.0,532854
2020-12-16,10.0,10.0,10.0,10.0,10.0,5,1,50.0,5.0,100.0,0.0,0.0,1608076800.0,501111
2021-04-30,0.74,0.74,0.74,0.74,0.74,3000,3,2220.0,3000.0,100.0,0.0,0.0,1619740800.0,531025
2021-04-30,12.35,12.35,12.35,12.35,12.333333333333332,39,5,481.0,39.0,100.0,0.0,0.0,1619740800.0,531210
2021-04-30,283.2,304.7,281.4,289.45,292.9893176020408,43904,1455,12863403.0,17952.0,40.89,23.3,6.25,1619740800.0,500265
2021-03-17,3.45,3.45,3.45,3.45,3.45,400,1,1380.0,400.0,100.0,0.0,0.0,1615939200.0,502563
2021-04-30,1204.55,1265.0,1200.9,1244.75,1247.95174357168,5678,644,7085870.0,3192.0,56.22,64.1,40.2,1619740800.0,532927
2021-04-30,20.95,20.95,19.95,20.8,20.78333333333333,600,2,12470.0,600.0,100.0,1.0,-0.15,1619740800.0,531111
2021-04-30,12.0,12.34,12.0,12.2,12.210247567434411,8119,261,99135.0,5806.0,71.51,0.34,0.2,1619740800.0,531120
2021-04-30,46.35,48.25,46.05,47.6,46.94233107521279,17271,259,810741.0,13598.0,78.73,2.2,1.25,1619740800.0,532875
2021-04-30,176.0,183.4,174.0,175.9,178.83890843465738,54857,946,9810566.0,15938.0,29.05,9.4,-0.1,1619740800.0,532960
2021-04-30,2014.95,2089.4,1998.0,2089.4,2067.1795606494743,4188,356,8657348.0,3658.0,87.34,91.4,74.45,1619740800.0,531449
2021-04-30,18.0,18.6,17.9,18.25,18.235820895522387,3015,171,54981.0,2518.0,83.52,0.7,0.25,1619740800.0,514175
2021-04-30,4.26,4.26,4.26,4.26,4.222222222222222,18,6,76.0,18.0,100.0,0.0,0.0,1619740800.0,530357
2021-04-29,3898.0,3946.5,3855.6,3909.65,3908.3751852490086,29015,3399,113401506.0,11293.0,38.92,90.9,11.65,1619654400.0,532488
2021-04-30,215.0,237.25,211.55,227.1,230.798496929704,327330,4533,75547272.0,97602.0,29.82,25.7,12.1,1619740800.0,500119
2021-04-30,55.5,65.4,55.0,63.7,60.81545908806996,32020,217,1947311.0,25892.0,80.86,10.4,8.2,1619740800.0,524818
2021-04-30,77.7,82.9,76.6,80.2,80.78123691180123,2604923,5789,210428902.0,347526.0,13.34,6.3,2.5,1619740800.0,500469
2021-04-30,177.0,177.75,166.25,177.7,172.2996244635193,3728,29,642333.0,3678.0,98.66,11.5,0.7,1619740800.0,526506
2021-04-30,2.1,2.1,2.1,2.1,2.0,1,1,2.0,1.0,100.0,0.0,0.0,1619740800.0,531099
2021-04-30,1875.0,1875.0,1802.3,1818.05,1807.6803278688524,122,19,220537.0,113.0,92.62,72.7,-56.95,1619740800.0,503349
2021-04-30,39.0,39.0,35.75,38.45,35.7788844621514,502,4,17961.0,502.0,100.0,3.25,-0.55,1619740800.0,500370
2021-04-30,720.4,740.0,711.4,717.55,723.767571260886,1722614,28187,1246772151.0,177983.0,10.33,28.6,-2.85,1619740800.0,500228
2021-04-30,156.75,162.05,156.35,157.05,158.24724225710648,18856,469,2983910.0,11774.0,62.44,5.7,0.3,1619740800.0,532741
2021-04-30,45.0,46.05,41.75,44.65,45.59877085162423,1139,32,51937.0,1096.0,96.22,4.3,-0.35,1619740800.0,531380
2021-04-30,375.0,397.9,367.0,375.35,379.3887890286932,15021,281,5698799.0,10569.0,70.36,30.9,0.35,1619740800.0,526821
2021-04-30,12.68,12.68,12.68,12.68,12.68,100,2,1268.0,100.0,100.0,0.0,0.0,1619740800.0,530997
2021-04-30,392.0,399.15,385.65,396.4,395.92951217952816,31282,652,12385467.0,7451.0,23.82,13.5,4.4,1619740800.0,532779
2021-04-30,1.56,1.56,1.46,1.49,1.496981035802364,11759,24,17603.0,11059.0,94.05,0.1,-0.07,1619740800.0,530715
2021-04-30,742.0,759.3,717.05,729.9,745.4932151873505,602080,12388,448846555.0,115610.0,19.2,42.25,-12.1,1619740800.0,532921
2021-04-30,24.25,24.25,24.25,24.25,24.2,5,2,121.0,5.0,100.0,0.0,0.0,1619740800.0,524743
2021-04-30,91.9,91.9,89.35,89.55,90.4545980335454,5187,119,469188.0,3369.0,64.95,2.55,-2.35,1619740800.0,532935
2021-04-30,3640.25,3665.2,3578.4,3605.65,3627.885057471264,174,110,631252.0,123.0,70.69,86.8,-34.6,1619740800.0,500266
2021-04-29,1.99,1.99,1.99,1.99,1.9795918367346936,49,2,97.0,49.0,100.0,0.0,0.0,1619654400.0,531496
2021-04-12,31.95,31.95,31.95,31.95,31.875,8,2,255.0,8.0,100.0,0.0,0.0,1618185600.0,531324
2021-04-30,48.5,50.2,47.3,49.65,48.69104638619201,4635,219,225683.0,3476.0,74.99,2.9,1.15,1619740800.0,503101
2021-04-30,1627.55,1627.55,1582.5,1582.8,1605.16077170418,311,63,499205.0,221.0,71.06,45.05,-44.75,1619740800.0,500463
2021-04-27,46.0,46.0,46.0,46.0,46.0,2,1,92.0,2.0,100.0,0.0,0.0,1619481600.0,538788
2021-04-30,183.3,187.05,182.05,182.85,184.5371919683602,26296,720,4852590.0,2234.0,8.5,5.0,-0.45,1619740800.0,532940
2021-04-30,60.6,64.85,60.6,63.65,63.23607552258935,14830,462,937791.0,11621.0,78.36,4.25,3.05,1619740800.0,532785
2021-04-06,14.5,14.5,12.35,13.69,12.775462962962962,432,7,5519.0,431.0,99.77,2.15,-0.81,1617667200.0,531127
2021-04-30,36.0,36.0,34.55,35.25,35.44358974358975,2730,43,96761.0,1927.0,70.59,1.45,-0.75,1619740800.0,532797
2021-04-30,57.15,58.95,57.15,57.15,57.28333333333333,540,7,30933.0,500.0,92.59,1.8,0.0,1619740800.0,501370
2021-04-30,231.3,231.35,222.0,229.95,228.56716417910448,201,28,45942.0,159.0,79.1,9.35,-1.35,1619740800.0,526117
